Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2024-03-11,355.9327392578125,357.3315055031598,353.3939267726585,355.9710692303816,2833700
2024-03-12,358.8260192871094,360.12894586065704,356.78537968726795,356.88118999113465,2843800
2024-03-13,363.0893249511719,366.65325214409677,360.01400987542917,360.25352103291823,3761200
2024-03-14,359.525390625,364.2485727772458,356.55547572082276,362.14086293828,3877500
2024-03-15,357.571044921875,362.54329940702866,356.909991719534,358.4236895277959,9234900
2024-03-18,356.3063659667969,361.7576420074424,355.5686821599772,360.6941973122083,3455600
2024-03-19,363.49169921875,363.53958975308234,357.47518039914814,359.16134822333225,3493800
2024-03-20,368.2819519042969,368.7322340647739,360.4451535886954,363.50131839842606,2750400
2024-03-21,378.6192321777344,380.2191502639263,371.9991405783378,372.1141012507348,4212200
2024-03-22,373.9056396484375,379.7880474370904,373.7236088382218,378.13061977883206,2910900
2024-03-25,367.41973876953125,373.50329933266727,366.8257557229489,372.77520522905235,2683900
2024-03-26,363.9898986816406,368.1382484097627,363.48213618408414,366.3658599509402,2720200
2024-03-27,369.6999206542969,370.1118728999726,364.7659665612344,364.87136669222525,2536500
2024-03-28,367.50592041015625,371.34765943760925,363.7887026234883,370.88781673390696,4108200
2024-04-01,352.58917236328125,367.0652422689067,352.4071415402923,365.4652948345304,4333200
2024-04-02,347.77020263671875,351.46824089536244,347.73187266488765,349.20726958976303,4650500
2024-04-03,344.8002624511719,347.1953740675835,343.9380281167042,346.8121620563981,4723000
2024-04-04,342.6734313964844,349.68632582446867,341.93574748109774,347.39658489000624,4381600
2024-04-05,342.8554382324219,344.25417525138454,341.0830497617265,342.67340740781407,3243400
2024-04-08,346.86004638671875,347.35824830582646,342.2710336625811,343.0470474734353,4339600
2024-04-09,346.25653076171875,349.15940505354695,343.67938816170573,348.3738013771198,3022600
2024-04-10,335.85211181640625,339.1381977694488,334.1180534336193,337.1071479003636,4805200
2024-04-11,332.7959899902344,337.14552120913453,331.2822921957227,336.3120269799815,4104700
2024-04-12,328.4847412109375,331.5983861029925,327.18181461304147,331.5983861029925,3550300
2024-04-15,323.75201416015625,331.5600720318093,323.0430704912597,331.4068106200493,4209200
2024-04-16,320.7820739746094,323.92445922459336,318.99053517560657,322.68860268967194,4525500
2024-04-17,318.86602783203125,323.1005985784381,318.01338319035307,322.6503163671949,4273800
2024-04-18,318.92352294921875,322.8131821987442,317.4289462780685,321.5677065123197,3717300
2024-04-19,321.2898254394531,321.7784375450336,318.62646260090264,320.6671022922081,3076600
2024-04-22,322.0083923339844,325.20828738309115,319.709090885353,324.0298818684607,3112800
2024-04-23,324.77716064453125,325.9172362022893,322.1808676352356,323.81911592286593,3697400
2024-04-24,319.0384521484375,323.38795372543535,317.89837669777364,322.9281110140428,4029200
2024-04-25,318.0517272949219,318.9427019533811,313.18484327587447,315.88653666333886,3787800
2024-04-26,321.0311584472656,321.7401020886076,317.103169777245,317.112759579058,2465300
2024-04-29,322.66943359375,323.1867859026605,320.1306210622866,320.94496488031905,2427400
2024-04-30,320.1977233886719,323.2826287097542,318.89476730142167,321.63479054003557,3089900
