Price,Close,High,Low,Open,Volume
Ticker,MA,MA,MA,MA,MA
Date,,,,,
2024-03-11,463.831298828125,464.0389052067409,459.4120677432535,463.67311248266896,1774500
2024-03-12,467.4991760253906,468.9821391469232,463.3864213478248,465.1857571763152,1853900
2024-03-13,470.2080383300781,470.75180956872595,467.4101945597001,468.84373762318063,2103900
2024-03-14,474.0340576171875,476.52542449365916,471.7601630076926,475.5565445117744,2757700
2024-03-15,470.4255065917969,473.0256398626076,467.7067411090944,467.963797682166,4179300
2024-03-18,473.45074462890625,475.35881629782125,471.23616620681287,473.20358414834345,2072300
2024-03-19,478.502685546875,479.10574263131076,474.0636930154128,476.149712968279,2049500
2024-03-20,482.496826171875,482.90217299226464,478.14680762204557,478.8190769076371,1691100
2024-03-21,483.09002685546875,484.4345654530334,477.90952241478044,482.98126054983595,2580300
2024-03-22,476.19921875,483.3372153967203,475.99158220109484,482.7637861249255,2277800
2024-03-25,470.63311767578125,476.84178785359825,469.02162648585033,476.1299644497931,2600300
2024-03-26,471.384521484375,474.54818814036196,466.94552829585297,472.2940854535337,2515100
2024-03-27,472.5214538574219,476.68362821095894,469.3577874031716,475.0424788777755,2309400
2024-03-28,476.100341796875,476.95055944662903,471.8590591100699,472.48190840607845,2214500
2024-04-01,472.96630859375,477.7908861957362,471.9084544533641,475.2006490826104,1648200
2024-04-02,473.9846496582031,474.95352972643457,470.89019522174146,471.55259866888196,3265100
2024-04-03,471.9974365234375,477.81062564236043,471.7897999981154,474.98312424638806,2265000
2024-04-04,464.43438720703125,476.4859367873131,463.673143653624,474.5185486683095,2552600
2024-04-05,471.73052978515625,473.8660001506569,467.1630085190688,468.61631348291115,2462700
2024-04-08,474.06695556640625,474.8886517185619,469.54259630673397,471.64141559922757,1961800
2024-04-09,467.4437561035156,474.1065432724145,463.1569900988342,473.1957195495445,2217200
2024-04-10,464.4836120605469,469.65147222330233,464.1668011954342,465.47362335446365,2710500
2024-04-11,463.6322021484375,465.65183371516576,459.55336031507807,463.60250301713626,2299900
2024-04-12,460.7314758300781,464.83010700999796,457.49411945718157,461.34527801829455,2486300
2024-04-15,455.19732666015625,466.29534542394634,453.85089551475716,465.5429271305543,2070500
2024-04-16,455.22705078125,458.75148896047955,454.4152341793684,455.4052455828093,1787200
2024-04-17,455.5636291503906,458.78116605702263,453.57369665697854,458.14754428713564,1735000
2024-04-18,450.15814208984375,457.2961149747528,449.2671077656894,455.9001954413572,1998900
2024-04-19,450.84124755859375,455.26656893921955,448.0691978699584,454.30628700982817,2548800
2024-04-22,452.18768310546875,456.1378187150921,450.58386955608023,452.93019161631514,2157400
2024-04-23,458.19708251953125,458.35548796875725,452.74211004792227,453.9004366773089,2029100
2024-04-24,457.8802185058594,463.47377621370595,455.7517002894085,460.64235844571243,4043100
2024-04-25,457.494140625,459.3652766202496,452.1579950404074,456.3358442388688,2006500
2024-04-26,457.80108642578125,460.17710775124556,456.3358586722489,458.2861823453374,1963300
2024-04-29,452.5342102050781,456.97935165642446,451.1283807445227,456.3457600805437,2120700
2024-04-30,446.6931457519531,453.1480090586698,446.37633485999476,451.7026009066404,2698800
2024-05-01,437.6543273925781,444.49530948798355,434.0011830719633,441.34705041425326,4979100
2024-05-02,436.6940002441406,440.2184381339847,433.67444758392594,438.57501571368135,3866500
2024-05-03,439.14923095703125,440.8124730231463,432.53596224525626,440.46596300050777,3711500
2024-05-06,444.88140869140625,446.00012638407884,441.1094677532135,442.7628000502893,2536200
2024-05-07,448.5345458984375,448.77213895758086,443.0597842671812,447.24754321107855,2345300
2024-05-08,450.2274475097656,450.56404774080363,445.42591666715833,449.4651496523632,2332400
2024-05-09,450.9402770996094,451.4748917082815,449.01965259137046,449.01965259137046,1970100
2024-05-10,452.4154052734375,453.99939929010617,450.43538253985247,452.7618850816155,1729900
2024-05-13,453.1876525878906,454.13805512360807,450.96012681768445,452.3659261624069,2069300
2024-05-14,449.6631774902344,454.39543064243895,444.81209759461615,453.3460210045724,2991000
2024-05-15,453.4251708984375,454.01918371508964,448.2672205362143,448.2672205362143,2437800
2024-05-16,454.2865295410156,460.28599625100946,454.2370410557609,455.40524726507647,2412200
2024-05-17,455.67254638671875,457.0783758997523,453.53411808939,455.8507714043927,1985900
2024-05-20,455.068603515625,457.60303005852916,454.19738872661156,454.8904087304398,1397200
2024-05-21,454.51422119140625,455.7913443047377,451.0788805654131,453.3361052565751,2166000
2024-05-22,451.9599609375,457.8802395601864,450.62346981384707,454.31619273403317,1713700
2024-05-23,446.7030029296875,453.4746767889265,445.94070508357623,451.9599606653171,2084600
2024-05-24,446.6733093261719,449.9106657455516,445.82191407551744,447.99004132808886,2162100
2024-05-28,440.63421630859375,446.12879715371355,437.9809932744596,445.50508520039347,2670800
2024-05-29,438.0503234863281,440.1194435834476,437.38700258785025,437.6939036895008,1876900
2024-05-30,437.68402099609375,439.753141078442,436.2683120259736,437.7929077417575,2189900
2024-05-31,442.6044006347656,442.8716928342344,434.8724140739371,438.26814590021644,3917100
2024-06-03,438.76318359375,440.55510192839364,433.5161349143105,439.05029537817285,2123800
2024-06-04,440.32733154296875,440.43624850068323,436.9118105574863,438.9314119320722,2096600
2024-06-05,442.198486328125,443.09940030886776,437.8919307853819,442.33707221060484,2157000
2024-06-06,444.19830322265625,445.2873217942271,440.18876917817937,444.01019864153267,1887100
2024-06-07,445.2972106933594,448.47513864671686,442.7924832025841,444.96061046206825,1664700
2024-06-10,444.7625732421875,445.67339692507346,439.9313132998077,443.9408771628613,1954500
2024-06-11,444.5546875,444.7625814157168,440.66392008652826,443.3666618418373,1777300
2024-06-12,438.57501220703125,447.9801196922836,437.1890024096489,446.98019859682495,2738900
2024-06-13,440.5550537109375,440.7035493718858,434.9317964562037,438.57503099762994,2916600
2024-06-14,440.18878173828125,440.51547221269914,436.7930498246842,438.91165854914607,2161500
2024-06-17,443.6339416503906,444.85166640541905,437.26817634993205,438.0106848123952,2351900
2024-06-18,445.6139831542969,446.6931220861541,442.23807112204787,442.59446069705734,2636500
2024-06-20,447.9900207519531,449.94034421154083,443.8814497076575,446.55449228915745,3006800
2024-06-21,450.3066711425781,450.75215812495406,445.7625226458498,447.67323731112083,5007800
2024-06-24,452.39556884765625,458.4445537839224,450.3858470564864,450.3858470564864,2597100
2024-06-25,451.0986633300781,455.7121198235471,449.2671362991835,453.90041235571255,2299400
2024-06-26,447.861328125,450.1383420878455,446.881226581138,448.2276274812819,2451400
2024-06-27,438.3275146484375,444.21809412406907,437.5850061538326,444.0893878176312,3313800
2024-06-28,436.75341796875,443.8220834132809,434.33778781803375,440.19866839995575,4105000
2024-07-01,433.2388000488281,438.05027033937284,431.1993793311503,436.39693829093744,3149700
2024-07-02,440.20855712890625,440.3174740920918,430.654953288167,430.654953288167,2061300
2024-07-03,443.7032775878906,444.8022058920565,439.8422393828793,440.87185964179855,3192400
2024-07-05,445.0002136230469,445.45564061931117,439.8422626989893,442.6439816617451,2220700
2024-07-08,441.78265380859375,446.10899856085973,440.55504940641725,444.79229676298473,1802700
2024-07-09,440.91015625,443.76558668066144,439.0164301650395,442.8435196585468,1608400
2024-07-10,429.9444885253906,433.68234929348324,425.3935783648229,430.9061930354732,4760900
2024-07-11,432.7007141113281,434.0391848094982,426.444461944574,428.31836933400956,4032600
2024-07-12,436.3592834472656,438.4612418160065,433.59308214903143,433.6723870603511,2645600
2024-07-15,440.2160949707031,440.61267999575375,435.0009126316689,436.57735853005613,1727700
2024-07-16,439.7501525878906,443.34922188535637,435.95280588259715,443.13109555649476,2846600
2024-07-17,447.3151550292969,447.67207253535986,438.2927004501666,438.62979929172707,2925000
2024-07-18,444.8959045410156,451.5487118813356,443.6664817931026,444.9256476637071,3339900
2024-07-19,439.9088134765625,447.39445920554425,439.78984097473807,447.37464054107454,2121700
2024-07-22,444.12255859375,445.02480700323105,439.4725253912326,441.61412102403915,2111700
2024-07-23,437.9555969238281,444.9157605351319,437.350779701687,444.2316383983261,2385500
2024-07-24,428.7645568847656,432.1454693209617,425.2051252037866,430.30133526485474,3764800
2024-07-25,425.9388427734375,433.96981851173365,425.8991751917732,430.2418525302778,2384300
