title,published,link,summary,source,geopolitical_risk_score
Santos Approves Cooper Basin Optimization Project to Cut Costs,2026-03-08 23:54:10+00:00,https://finance.yahoo.com/news/santos-approves-cooper-basin-optimization-235410039.html,,Yahoo Finance (Global),0.0
The Recovery Was Finally Within Reach – Rising Fuel Costs May Have Just Pushed It Back Out,2026-03-09 02:37:03+00:00,https://finance.yahoo.com/news/recovery-finally-within-reach-rising-023703372.html,,Yahoo Finance (Global),0.0
